,CODE_INSEE,CODE_POSTAL,COMMUNE,DEPARTEMENT,CODE_DEPARTEMENT,SUPERFICIE_2016,POPULATION_2016,DENSITE_POP_2016,MAIRIE,ADRESSE_MAIRIE,TELEPHONE_MAIRIE,E_MAIL_MAIRIE,SITE_INTERNET_MAIRIE,INTERCOMMUNALITE,LATITUDE,LONGITUDE,COORD_GEO,PNR
248,5060,5400,Furmeyer,HAUTES-ALPES,5,14,153,11,Mairie de Furmeyer,Les Savoyons,492581138.0,mairie.furmeyer@wanadoo.fr,,CC BuÃ«ch-DÃ©voluy,44.539840000000005,5.8727029,"(44.539840000000005, 5.8727029)",
249,5061,5003,Gap,HAUTES-ALPES,5,109,40805,375,Mairie de Gap,3 rue Colonel-Roux,492532424.0,mairie@ville-gap.fr,http://www.ville-gap.fr,CA Gap-Tallard-Durance,44.558856964099995,6.079514980319999,"(44.558856964099995, 6.079514980319999)",
250,5062,5800,Le Glaizil,HAUTES-ALPES,5,22,170,8,Mairie du Glaizil,Le Village,492552287.0,le-glaizil.mairie@orange.fr,,CC Champsaur-Valgaudemar,44.7538108826,5.983975887300001,"(44.7538108826, 5.983975887300001)",
251,5063,5320,La Grave,HAUTES-ALPES,5,123,484,4,Mairie de La Grave,Route dÃ©partementale 1091,476799029.0,mairie.la.grave@orange.fr,http://mairie-lagrave-lameije.jimdo.com,CC du BrianÃ§onnais,45.0449485779,6.30646705627,"(45.0449485779, 6.30646705627)",
252,5064,5800,La Chapelle-en-Valgaudémar,HAUTES-ALPES,5,127,102,1,Mairie de La Chapelle-en-ValgaudÃ©mar,Le Village,492552317.0,la.chapelle.en.valgaudemar@wanadoo.fr,http://www.lachapelleenvalgaudemar.fr,CC Champsaur-Valgaudemar,44.816493988000005,6.194979190830001,"(44.816493988000005, 6.194979190830001)",
253,5065,5600,Guillestre,HAUTES-ALPES,5,51,2314,45,Mairie de Guillestre,Place des Droits-de-l'Homme,492450403.0,ville.guillestre@wanadoo.fr,http://www.ville-guillestre.fr,CC du Guillestrois et du Queyras,44.6598472595,6.6494588851900005,"(44.6598472595, 6.6494588851900005)",Parc naturel régional du Queyras
254,5066,5140,La Haute-Beaume,HAUTES-ALPES,5,7,9,1,Mairie de La Haute-Beaume,Le village,492587395.0,mairie.hautebeaume@orange.fr,,CC BuÃ«ch-DÃ©voluy,44.564296722399995,5.6301407814,"(44.564296722399995, 5.6301407814)",
255,5068,5130,Jarjayes,HAUTES-ALPES,5,23,435,19,Mairie de Jarjayes,Le Village,961243027.0,mairie.jarjayes@wanadoo.fr,,CA Gap-Tallard-Durance,44.5044708252,6.10998392105,"(44.5044708252, 6.10998392105)",
256,5070,5300,Laragne-Montéglin,HAUTES-ALPES,5,23,3485,154,Mairie de Laragne-MontÃ©glin,2 avenue Arthur-Audibert,492651190.0,info@mairie-laragne.fr,http://www.laragne.net,CC du Sisteronais-BuÃ«ch,44.3153457642,5.8213558197,"(44.3153457642, 5.8213558197)",Parc naturel régional des Baronnies Provençales
257,5071,5110,Lardier-et-Valença,HAUTES-ALPES,5,15,329,22,Mairie de Lardier-et-ValenÃ§a,Le Collet,492542049.0,mairie.de.lardier@wanadoo.fr,http://www.mairie-lardier-valenca.fr,CA Gap-Tallard-Durance,44.4356857,5.98132759,"(44.4356857, 5.98132759)",
258,5072,5500,Laye,HAUTES-ALPES,5,11,230,22,Mairie de Laye,Brutinel,492500895.0,communedelaye@wanadoo.fr,,CC Champsaur-Valgaudemar,44.6620254517,6.0835509300199995,"(44.6620254517, 6.0835509300199995)",
259,5073,5300,Lazer,HAUTES-ALPES,5,22,368,17,Mairie de Lazer,Le Village,492650630.0,mairie.lazer@wanadoo.fr,http://www.mairielazer.fr,CC du Sisteronais-BuÃ«ch,44.3482475281,5.8372502327,"(44.3482475281, 5.8372502327)",Parc naturel régional des Baronnies Provençales
260,5074,5130,Lettret,HAUTES-ALPES,5,4,177,42,Mairie de Lettret,Le Village,413690086.0,mairie.lettret@free.fr,http://www.lettret.fr,CA Gap-Tallard-Durance,44.468181,6.061567,"(44.468181, 6.061567)",
261,5075,5400,Manteyer,HAUTES-ALPES,5,25,426,17,Mairie de Manteyer,Quartier de l'Ã‰glise,492578073.0,mairie.manteyer@wanadoo.fr,http://www.mairie-manteyer.fr,CC BuÃ«ch-DÃ©voluy,44.537273407,5.96398115158,"(44.537273407, 5.96398115158)",
262,5076,5700,Méreuil,HAUTES-ALPES,5,11,82,7,Mairie de MÃ©reuil,Le Village,492670958.0,mairie.mereuil@wanadoo.fr,,CC du Sisteronais-BuÃ«ch,44.3871498108,5.72993278503,"(44.3871498108, 5.72993278503)",Parc naturel régional des Baronnies Provençales
263,5077,5350,Molines-en-Queyras,HAUTES-ALPES,5,53,303,6,Mairie de Molines-en-Queyras,Le Village,492458337.0,mairie.molinesenqueyras@wanadoo.fr,http://www.mairie-molinesenqueyras.fr,CC du Guillestrois et du Queyras,44.7309989929,6.8421998024,"(44.7309989929, 6.8421998024)",Parc naturel régional du Queyras
264,5078,5110,Monêtier-Allemont,HAUTES-ALPES,5,8,288,38,Mairie de MonÃ©tier-Allemont,1 place de la Mairie,492664058.0,mairie.monetier@laposte.net,,CC du Sisteronais-BuÃ«ch,44.386328000000006,5.94371,"(44.386328000000006, 5.94371)",
265,5079,5220,Le Monêtier-les-Bains,HAUTES-ALPES,5,135,1040,8,Mairie du MonÃªtier-les-Bains,Place Novalese,492244004.0,monetier@monetier.com,http://www.monetier.com,CC du BrianÃ§onnais,44.9758644104,6.50780916214,"(44.9758644104, 6.50780916214)",
266,5080,5140,Montbrand,HAUTES-ALPES,5,25,64,3,Mairie de Montbrand,Le Forest,492572990.0,montbrand@wanadoo.fr,,CC BuÃ«ch-DÃ©voluy,44.5854721069,5.69103193283,"(44.5854721069, 5.69103193283)",
267,5081,5700,Montclus,HAUTES-ALPES,5,21,60,3,Mairie de Montclus,Le Village,492670551.0,mairie.montclus05@free.fr,,CC du Sisteronais-BuÃ«ch,44.4149131775,5.68396997452,"(44.4149131775, 5.68396997452)",Parc naturel régional des Baronnies Provençales
268,5082,5600,Mont-Dauphin,HAUTES-ALPES,5,1,154,261,Mairie de Mont-Dauphin,Caserne Campana,492451834.0,mairie.montdauphin@wanadoo.fr,http://www.montdauphin-vauban.fr,CC du Guillestrois et du Queyras,44.669128418,6.62522888184,"(44.669128418, 6.62522888184)",
269,5084,5230,Montgardin,HAUTES-ALPES,5,15,467,31,Mairie de Montgardin,Le Village,492503781.0,mairiemontgardin@free.fr,http://montgardin.valleedelavance.com,CC Serre-PonÃ§on Val d'Avance,44.5506668091,6.23939704895,"(44.5506668091, 6.23939704895)",
270,5085,5100,Montgenèvre,HAUTES-ALPES,5,40,483,12,Mairie de MontgenÃ¨vre,Route d'Italie,492219288.0,mairie@montgenevre.com,http://www.montgenevre.com,CC du BrianÃ§onnais,44.9311398,6.7240613,"(44.9311398, 6.7240613)",
271,5086,5150,Montjay,HAUTES-ALPES,5,27,104,4,Mairie de Montjay,Le Village,492662603.0,mairie.montjay05@gmail.com,,CC du Sisteronais-BuÃ«ch,44.3598709106,5.605361938480001,"(44.3598709106, 5.605361938480001)",
272,5087,5400,Montmaur,HAUTES-ALPES,5,49,517,11,Mairie de Montmaur,Le Village,492580559.0,mairie-montmaur@wanadoo.fr,http://www.montmaur05.fr,CC BuÃ«ch-DÃ©voluy,44.5708656311,5.87413883209,"(44.5708656311, 5.87413883209)",
273,5089,5700,Montrond,HAUTES-ALPES,5,4,68,15,Mairie de Montrond,Le Village,492671288.0,mairie.montrond@wanadoo.fr,,CC du Sisteronais-BuÃ«ch,44.390895843500005,5.740796089169999,"(44.390895843500005, 5.740796089169999)",Parc naturel régional des Baronnies Provençales
274,5090,5500,La Motte-en-Champsaur,HAUTES-ALPES,5,55,219,4,Mairie de La Motte-en-Champsaur,Place Jean-Hyppolyte-Gondre,492500966.0,motte.en.champsaur@orange.fr,,CC Champsaur-Valgaudemar,44.7331047058,6.069383144380001,"(44.7331047058, 6.069383144380001)",
275,5091,5150,Moydans,HAUTES-ALPES,5,11,45,4,Mairie de Moydans,Route de Nyons,492666251.0,mairie.moydans@wanadoo.fr,,CC du Sisteronais-BuÃ«ch,44.399702000000005,5.503793,"(44.399702000000005, 5.503793)",
276,5092,5000,Neffes,HAUTES-ALPES,5,8,741,87,Mairie de Neffes,Le Village,492578087.0,mairie.neffes@wanadoo.fr,,CA Gap-Tallard-Durance,44.5044708252,6.02252817154,"(44.5044708252, 6.02252817154)",
277,5093,5100,Névache,HAUTES-ALPES,5,191,357,2,Mairie de NÃ©vache,La Place Ville-Haute,492211919.0,mairie.nevache@orange.fr,,CC du BrianÃ§onnais,45.019215,6.604901,"(45.019215, 6.604901)",
278,5094,5700,Nossage-et-Bénévent,HAUTES-ALPES,5,4,15,3,Mairie de Nossage-et-BÃ©nÃ©vent,Mairie,492662127.0,nossage-et-benevent.mairie@wanadoo.fr,,CC du Sisteronais-BuÃ«ch,44.3139305115,5.7511677742,"(44.3139305115, 5.7511677742)",
279,5095,5500,Le Noyer,HAUTES-ALPES,5,22,290,13,Mairie du Noyer,La Ville,492501145.0,mairiedunoyer@wanadoo.fr,http://www.lenoyerenchampsaur.fr,CC Champsaur-Valgaudemar,44.6977999,6.0121257,"(44.6977999, 6.0121257)",
280,5096,5170,Orcières,HAUTES-ALPES,5,100,710,7,Mairie d'OrciÃ¨res,Le Village,492557026.0,dgs.mairie.orcieres@orange.fr,http://www.orcieres-mairie.fr,CC Champsaur-Valgaudemar,44.683879852299995,6.32643222809,"(44.683879852299995, 6.32643222809)",
281,5097,5700,Orpierre,HAUTES-ALPES,5,27,352,13,Mairie d'Orpierre,Le Village,492662136.0,mairie.orpierre@orange.fr,,CC du Sisteronais-BuÃ«ch,44.3134803772,5.6927380561800005,"(44.3134803772, 5.6927380561800005)",Parc naturel régional des Baronnies Provençales
282,5098,5200,Les Orres,HAUTES-ALPES,5,74,575,8,Mairie des Orres,Chef-lieu,492440040.0,contact@mairie-lesorres.fr,http://www.mairie-lesorres.fr,CC Serre-PonÃ§on,44.513984680200004,6.549238204959999,"(44.513984680200004, 6.549238204959999)",
283,5099,5400,Oze,HAUTES-ALPES,5,12,107,9,Mairie d'Oze,Le Village,492572997.0,mairie.oze@wanadoo.fr,http://www.oze.fr,CC BuÃ«ch-DÃ©voluy,44.5052986145,5.80523109436,"(44.5052986145, 5.80523109436)",Parc naturel régional des Baronnies Provençales
284,5100,5000,Pelleautier,HAUTES-ALPES,5,13,700,55,Mairie de Pelleautier,Le Village,492578742.0,communedepelleautier@wanadoo.fr,,CA Gap-Tallard-Durance,44.51648330689999,6.01620388031,"(44.51648330689999, 6.01620388031)",
285,5101,5340,Vallouise-Pelvoux,HAUTES-ALPES,5,200,1230,6,Mairie de vallouise-Pelvoux,Saint-Antoine,492233107.0,mairie@vallouise-pelvoux.fr,http://www.vallouise-pelvoux.fr,CC du Pays des Ecrins,44.868843078599994,6.48705101013,"(44.868843078599994, 6.48705101013)",
286,5102,5700,La Piarre,HAUTES-ALPES,5,22,92,4,Mairie de La Piarre,Ancienne Ã©cole,492671482.0,mairie-de-lapiarre@alsatis.net,,CC du Sisteronais-BuÃ«ch,44.4752807617,5.655377864839999,"(44.4752807617, 5.655377864839999)",Parc naturel régional des Baronnies Provençales
287,5103,5300,Le Poët,HAUTES-ALPES,5,15,804,53,Mairie du PoÃ«t,22 route NapolÃ©on,492657011.0,mairie@lepoet-hautes-alpes.com,http://www.lepoet-hautes-alpes.com,CC du Sisteronais-BuÃ«ch,44.292116,5.897282,"(44.292116, 5.897282)",
288,5104,5500,Poligny,HAUTES-ALPES,5,14,299,21,Mairie de Poligny,Le Village,492505066.0,poligny_commune@orange.fr,,CC Champsaur-Valgaudemar,44.6917495728,6.04885578156,"(44.6917495728, 6.04885578156)",
289,5106,5230,Prunières,HAUTES-ALPES,5,15,298,19,Mairie de PruniÃ¨res,Les Clots,492506589.0,contact@prunieres.fr,http://www.prunieres.fr,CC Serre-PonÃ§on,44.5413322449,6.33323001862,"(44.5413322449, 6.33323001862)",
290,5107,5100,Puy-Saint-André,HAUTES-ALPES,5,15,465,30,Mairie de Puy-Saint-AndrÃ©,Le Village,492202426.0,mairie.puysaintandre@wanadoo.fr,http://www.puysaintandre.fr,CC du BrianÃ§onnais,44.8789482117,6.59857320786,"(44.8789482117, 6.59857320786)",
291,5108,5200,Puy-Saint-Eusèbe,HAUTES-ALPES,5,11,136,12,Mairie de Puy-Saint-EusÃ¨be,Le Villard,492432881.0,mairie@puysainteusebe.com,,CC Serre-PonÃ§on,44.563619,6.4183330000000005,"(44.563619, 6.4183330000000005)",
292,5109,5100,Puy-Saint-Pierre,HAUTES-ALPES,5,8,534,68,Mairie de Puy-Saint-Pierre,86 route de Puy-Saint-Pierre,492210945.0,mairie-puy-saint-pierre@wanadoo.fr,,CC du BrianÃ§onnais,44.893688,6.628112400000001,"(44.893688, 6.628112400000001)",
293,5110,5290,Puy-Saint-Vincent,HAUTES-ALPES,5,23,284,13,Mairie de Puy-Saint-Vincent,Les Alberts,492233066.0,mairie-puystvincent@wanadoo.fr,http://www.puy-saint-vincent.fr,CC du Pays des Ecrins,44.8279838562,6.49522590637,"(44.8279838562, 6.49522590637)",
294,5111,5200,Puy-Sanières,HAUTES-ALPES,5,12,270,23,Mairie de Puy-SaniÃ¨res,Les Truchets,492433888.0,mairiedepuysanieres@wanadoo.fr,http://www.puysanieres.fr,CC Serre-PonÃ§on,44.5568771362,6.43442487717,"(44.5568771362, 6.43442487717)",
295,5112,5400,Rabou,HAUTES-ALPES,5,26,76,3,Mairie de Rabou,Le Village,492579216.0,mairie.rabou@packsurfwifi.com,,CC BuÃ«ch-DÃ©voluy,44.590106964099995,6.0050778389,"(44.590106964099995, 6.0050778389)",
296,5113,5000,Rambaud,HAUTES-ALPES,5,11,375,35,Mairie de Rambaud,Le Village,492522596.0,mairierambaud@wanadoo.fr,http://www.rambaud.valleedelavance.com,CC Serre-PonÃ§on Val d'Avance,44.5450363159,6.132190227509999,"(44.5450363159, 6.132190227509999)",
297,5114,5160,Réallon,HAUTES-ALPES,5,71,258,4,Mairie de RÃ©allon,La Place,492442393.0,reallon.mairie@wanadoo.fr,http://www.reallon.fr,CC Serre-PonÃ§on,44.595526,6.363359,"(44.595526, 6.363359)",
298,5115,5190,Remollon,HAUTES-ALPES,5,6,441,72,Mairie de Remollon,2 rue des Templiers,492546298.0,mairie.remollon@free.fr,http://www.remollon.fr,CC Serre-PonÃ§on Val d'Avance,44.4679977,6.1678664,"(44.4679977, 6.1678664)",
299,5116,5600,Réotier,HAUTES-ALPES,5,22,195,9,Mairie de RÃ©otier,Le Village,492453200.0,mairie@reotier.fr,http://www.reotier.fr,CC du Guillestrois et du Queyras,44.668895721400006,6.5915322303799995,"(44.668895721400006, 6.5915322303799995)",
300,5117,5150,Ribeyret,HAUTES-ALPES,5,18,109,6,Mairie de Ribeyret,Le Village,492660243.0,mairie.ribeyret@wanadoo.fr,,CC du Sisteronais-BuÃ«ch,44.4139213562,5.55438184738,"(44.4139213562, 5.55438184738)",Parc naturel régional des Baronnies Provençales
301,5118,5300,Val Buëch-Méouge,HAUTES-ALPES,5,70,1352,19,Mairie de Val BuÃ«ch-MÃ©ouge,15 Grand'rue,492632016.0,mairie.vbm@orange.fr,http://www.valbuech-meouge.fr,CC du Sisteronais-BuÃ«ch,44.2299842834,5.8572888374300005,"(44.2299842834, 5.8572888374300005)",Parc naturel régional des Baronnies Provençales
302,5119,5600,Risoul,HAUTES-ALPES,5,30,641,22,Mairie de Risoul,La Rua,492450107.0,mairierisoul@wanadoo.fr,http://www.mairiederisoul.com,CC du Guillestrois et du Queyras,44.6776351929,6.64091205597,"(44.6776351929, 6.64091205597)",
303,5121,5190,Rochebrune,HAUTES-ALPES,5,12,168,14,Mairie de Rochebrune,Le Village,492544546.0,mairie.rochebrune@orange.fr,http://www.rochebrune05.fr,CC Serre-PonÃ§on Val d'Avance,44.456379,6.176921,"(44.456379, 6.176921)",
304,5122,5310,La Roche-de-Rame,HAUTES-ALPES,5,41,827,20,Mairie de La Roche-de-Rame,Le Clos,492209010.0,mairie.rochederame@orange.fr,,CC du Pays des Ecrins,44.6841468811,6.5741019249,"(44.6841468811, 6.5741019249)",
305,5123,5400,La Roche-des-Arnauds,HAUTES-ALPES,5,53,1514,29,Mairie de La Roche-des-Arnauds,63 place de la Mairie,492578234.0,mairie.larochea@wanadoo.fr,http://www.la-roche-des-arnauds.com,CC BuÃ«ch-DÃ©voluy,44.56359481810001,5.958912849430001,"(44.56359481810001, 5.958912849430001)",
306,5124,5000,La Rochette,HAUTES-ALPES,5,10,469,46,Mairie de La Rochette,Les FÃ©rauds,492523759.0,villagedelarochette@wanadoo.fr,http://www.la-rochette.valleedelavance.com,CC Serre-PonÃ§on Val d'Avance,44.5939903259,6.1516861915600005,"(44.5939903259, 6.1516861915600005)",
307,5126,5150,Rosans,HAUTES-ALPES,5,30,480,16,Mairie de Rosans,Place Raymond-Hugues,492666014.0,mairie@rosans.fr,http://www.rosans.fr,CC du Sisteronais-BuÃ«ch,44.391882,5.4699919999999995,"(44.391882, 5.4699919999999995)",Parc naturel régional des Baronnies Provençales
308,5127,5190,Rousset,HAUTES-ALPES,5,17,179,11,Mairie de Rousset,12 rue de la Mairie,492544550.0,mairiederousset@gmail.com,http://www.rousset.a3w.fr,CC Serre-PonÃ§on Val d'Avance,44.4676307,6.232608900000001,"(44.4676307, 6.232608900000001)",
309,5128,5200,Saint-André-d'Embrun,HAUTES-ALPES,5,39,646,17,Mairie de Saint-AndrÃ©-d'Embrun,Hameau de l'Ã‰glise,492430384.0,mairie.standreembrun@orange.fr,http://www.saintandredembrun.fr,CC Serre-PonÃ§on,44.586464899999996,6.534764,"(44.586464899999996, 6.534764)",
310,5129,5150,Saint-André-de-Rosans,HAUTES-ALPES,5,37,148,4,Mairie de Saint-AndrÃ©-de-Rosans,Le Village,492666144.0,st-andre.mairie@wanadoo.fr,,CC du Sisteronais-BuÃ«ch,44.3775749207,5.513425827030001,"(44.3775749207, 5.513425827030001)",
311,5130,5160,Saint-Apollinaire,HAUTES-ALPES,5,7,141,20,Mairie de Saint-Apollinaire,Le Village,492442233.0,mairie.st-apollinaire@orange.fr,http://www.saint-apollinaire.fr,CC Serre-PonÃ§on,44.5553817749,6.361999988559999,"(44.5553817749, 6.361999988559999)",
312,5131,5400,Saint-Auban-d'Oze,HAUTES-ALPES,5,13,88,7,Mairie de Saint-Auban-d'Oze,Le Village,492580975.0,mairie.staubandoze@wanadoo.fr,,CC BuÃ«ch-DÃ©voluy,44.49597549439999,5.8467001915,"(44.49597549439999, 5.8467001915)",Parc naturel régional des Baronnies Provençales
313,5132,5500,Saint-Bonnet-en-Champsaur,HAUTES-ALPES,5,36,2025,57,Mairie de Saint-Bonnet-en-Champsaur,Place Waldems,492500053.0,info@mairie-saint-bonnet.net,http://www.mairie-saint-bonnet.net,CC Champsaur-Valgaudemar,44.682800293,6.076320171360001,"(44.682800293, 6.076320171360001)",
314,5133,5330,Saint-Chaffrey,HAUTES-ALPES,5,26,1635,64,Mairie de Saint-Chaffrey,27 route du Pont-Levis,492241570.0,accueilmairie@saintchaffrey.fr,http://www.saint-chaffrey.fr,CC du BrianÃ§onnais,44.927572600000005,6.6060238,"(44.927572600000005, 6.6060238)",
315,5134,5600,Saint-Clément-sur-Durance,HAUTES-ALPES,5,26,300,12,Mairie de Saint-ClÃ©ment-sur-Durance,Route nationale 94,492451091.0,mairie-stclement-d@wanadoo.fr,,CC du Guillestrois et du Queyras,44.648799896199996,6.57895994186,"(44.648799896199996, 6.57895994186)",
316,5135,5700,Sainte-Colombe,HAUTES-ALPES,5,17,56,3,Mairie de Sainte-Colombe,Les BÃ©gÃ¼es,492662844.0,mairie.stecolombe05@orange.fr,,CC du Sisteronais-BuÃ«ch,44.2826423645,5.67006015778,"(44.2826423645, 5.67006015778)",Parc naturel régional des Baronnies Provençales
317,5136,5600,Saint-Crépin,HAUTES-ALPES,5,47,722,15,Mairie de Saint-CrÃ©pin,Place de l'Ã‰glise,492450271.0,mairie@saintcrepin.com,http://www.saintcrepin.com,CC du Guillestrois et du Queyras,44.7065887451,6.60810899734,"(44.7065887451, 6.60810899734)",
318,5139,5250,Dévoluy,HAUTES-ALPES,5,186,990,5,Mairie de DÃ©voluy,Le PrÃ¨s,492588938.0,contact@mairiedevoluy.fr,http://www.mairiedevoluy.fr,CC BuÃ«ch-DÃ©voluy,44.6869003,5.9468616999999995,"(44.6869003, 5.9468616999999995)",
319,5140,5130,Saint-Étienne-le-Laus,HAUTES-ALPES,5,9,288,34,Mairie de Saint-Ã‰tienne-le-Laus,Le Village,492543196.0,mairiestetiennelelaus@wanadoo.fr,http://saint-etienne-le-laus.valleedelavance.com,CC Serre-PonÃ§on Val d'Avance,44.5009994507,6.16330003738,"(44.5009994507, 6.16330003738)",
320,5142,5800,Saint-Firmin,HAUTES-ALPES,5,22,465,21,Mairie de Saint-Firmin,Le Village,492552030.0,mairiesaintfirmin@wanadoo.fr,,CC Champsaur-Valgaudemar,44.7815437317,6.02789115906,"(44.7815437317, 6.02789115906)",
321,5144,5800,Saint-Jacques-en-Valgodemard,HAUTES-ALPES,5,15,148,10,Mairie de Saint-Jacques-en-Valgodemard,Le Bourg,492552515.0,mairie.stjacques@wanadoo.fr,,CC Champsaur-Valgaudemar,44.776000976599995,6.044069767000001,"(44.776000976599995, 6.044069767000001)",
322,5145,5260,Saint-Jean-Saint-Nicolas,HAUTES-ALPES,5,38,1019,27,Mairie de Saint-Jean-Saint-Nicolas,Pont du FossÃ©,492559280.0,mairie@st-jean-st-nicolas.fr,http://www.st-jean-st-nicolas.fr,CC Champsaur-Valgaudemar,44.666835784899995,6.2287478447,"(44.666835784899995, 6.2287478447)",
323,5146,5140,Saint-Julien-en-Beauchêne,HAUTES-ALPES,5,59,123,2,Mairie de Saint-Julien-en-BeauchÃªne,Le Village,492581645.0,stjulien05@orange.fr,http://www.saintjulienenbeauchene.com,CC BuÃ«ch-DÃ©voluy,44.6156436,5.7076883,"(44.6156436, 5.7076883)",
324,5147,5500,Saint-Julien-en-Champsaur,HAUTES-ALPES,5,10,358,35,Mairie de Saint-Julien-en-Champsaur,Le Village,492507069.0,mairie.st-julien-en-champsaur@wanadoo.fr,,CC Champsaur-Valgaudemar,44.659673,6.129129,"(44.659673, 6.129129)",
325,5148,5500,Saint-Laurent-du-Cros,HAUTES-ALPES,5,12,531,43,Mairie de Saint-Laurent-du-Cros,Route de Serre-Richard,492504287.0,mairie.st-laurent-du-cros@wanadoo.fr,,CC Champsaur-Valgaudemar,44.6433906555,6.10955715179,"(44.6433906555, 6.10955715179)",
326,5149,5260,Saint-Léger-les-Mélèzes,HAUTES-ALPES,5,7,344,51,Mairie de Saint-LÃ©ger-les-MÃ©lÃ¨zes,Place de l'Ã‰glise,492504074.0,mairie.stleger05@wanadoo.fr,http://www.st-leger05.fr,CC Champsaur-Valgaudemar,44.6445999146,6.200329780580001,"(44.6445999146, 6.200329780580001)",
327,5151,5120,Saint-Martin-de-Queyrières,HAUTES-ALPES,5,56,1127,20,Mairie de Saint-Martin-de-QueyriÃ¨res,Rue de la Mairie,492210406.0,mairie.stmartindequeyrieres@wanadoo.fr,http://www.saintmartindequeyrieres.com,CC du Pays des Ecrins,44.841131,6.58541,"(44.841131, 6.58541)",
328,5152,5800,Saint-Maurice-en-Valgodemard,HAUTES-ALPES,5,37,125,3,Mairie de Saint-Maurice-en-Valgodemard,Le Village,492552809.0,mairie.st.maurice.valgo@wanadoo.fr,,CC Champsaur-Valgaudemar,44.8041992188,6.09623003006,"(44.8041992188, 6.09623003006)",
329,5153,5260,Saint-Michel-de-Chaillol,HAUTES-ALPES,5,17,324,19,Mairie de Saint-Michel-de-Chaillol,Le Village,492504857.0,chaillol.mairie@wanadoo.fr,,CC Champsaur-Valgaudemar,44.670024,6.175686,"(44.670024, 6.175686)",
330,5154,5140,Saint-Pierre-d'Argençon,HAUTES-ALPES,5,20,157,8,Mairie de Saint-Pierre-d'ArgenÃ§on,Le Village,492586581.0,saintpierre.argencon@orange.fr,http://www.mairie-saintpierredargencon.fr,CC BuÃ«ch-DÃ©voluy,44.520275116,5.698145866390001,"(44.520275116, 5.698145866390001)",
331,5155,5300,Saint-Pierre-Avez,HAUTES-ALPES,5,12,30,3,Mairie de Saint-Pierre-Avez,Le Village,492652136.0,stpierreavez@wanadoo.fr,,CC du Sisteronais-BuÃ«ch,44.256088256800005,5.76148891449,"(44.256088256800005, 5.76148891449)",Parc naturel régional des Baronnies Provençales
332,5156,5200,Saint-Sauveur,HAUTES-ALPES,5,24,477,20,Mairie de Saint-Sauveur,Chef-lieu,492431839.0,mairie@saintsauveur-hautes-alpes.fr,http://www.saintsauveur-hautes-alpes.fr,CC Serre-PonÃ§on,44.541103363000005,6.52019309998,"(44.541103363000005, 6.52019309998)",
333,5157,5350,Saint-Véran,HAUTES-ALPES,5,45,236,5,Mairie de Saint-VÃ©ran,La Ville,492458391.0,mairie.stveran@wanadoo.fr,,CC du Guillestrois et du Queyras,44.6998214722,6.8660879135099995,"(44.6998214722, 6.8660879135099995)",Parc naturel régional du Queyras
334,5158,5400,Le Saix,HAUTES-ALPES,5,22,102,5,Mairie du Saix,Le Village,492572903.0,mairie.lesaix@wanadoo.fr,http://www.le-saix-village.fr,CC BuÃ«ch-DÃ©voluy,44.475250244099996,5.823966026310001,"(44.475250244099996, 5.823966026310001)",Parc naturel régional des Baronnies Provençales
335,5159,5300,Saléon,HAUTES-ALPES,5,10,91,9,Mairie de SalÃ©on,Le Serre,492662992.0,mairie.saleon@wanadoo.fr,http://www.saleon.fr,CC du Sisteronais-BuÃ«ch,44.3618202209,5.7758998870800005,"(44.3618202209, 5.7758998870800005)",Parc naturel régional des Baronnies Provençales
336,5160,5300,Salérans,HAUTES-ALPES,5,14,92,7,Mairie de SalÃ©rans,Le Village,492652413.0,mairie.salerans@wanadoo.fr,,CC du Sisteronais-BuÃ«ch,44.243072509799994,5.7061638832099995,"(44.243072509799994, 5.7061638832099995)",Parc naturel régional des Baronnies Provençales
337,5161,5105,La Salle-les-Alpes,HAUTES-ALPES,5,36,1012,28,Mairie de La Salle-les-Alpes,15 rue de la Guisane,492255400.0,secretariatgeneral@lasallelesalpes.fr,http://www.lasallelesalpes.net,CC du BrianÃ§onnais,44.9440994263,6.566397190090001,"(44.9440994263, 6.566397190090001)",
338,5162,5110,La Saulce,HAUTES-ALPES,5,7,1516,203,Mairie de La Saulce,Le Village,492542013.0,mairie@lasaulce.fr,http://www.lasaulce.fr,CA Gap-Tallard-Durance,44.4253883362,6.0077381134,"(44.4253883362, 6.0077381134)",
339,5163,5160,Le Sauze-du-Lac,HAUTES-ALPES,5,12,147,12,Mairie du Sauze-du-Lac,Les Clots,492442534.0,mairie-du-sauze-du-lac-05@orange.fr,http://www.lesauzedulac.fr,CC Serre-PonÃ§on,44.540653999999996,6.3352379999999995,"(44.540653999999996, 6.3352379999999995)",
340,5164,5160,Savines-le-Lac,HAUTES-ALPES,5,30,1057,35,Mairie de Savines-le-Lac,1 place de l'Ã‰glise,492442003.0,mairie.savineslelac@orange.fr,http://www.savines-le-lac.fr,CC Serre-PonÃ§on,44.5256816,6.4052563,"(44.5256816, 6.4052563)",
341,5165,5700,Savournon,HAUTES-ALPES,5,39,255,6,Mairie de Savournon,Le Village,492670314.0,mairiedesavournon@nordnet.fr,http://www.savournon.fr,CC du Sisteronais-BuÃ«ch,44.4219207764,5.79453992844,"(44.4219207764, 5.79453992844)",Parc naturel régional des Baronnies Provençales
